08/30/17 7:47pm,4866093,GDAX USD Wallet,GDAX LTC Wallet,,-17.72493576,,,,,0.268,,,,,,0.05301576
08/30/17 7:47pm,4866094,GDAX USD Wallet,GDAX LTC Wallet,,-602.2697529,,,,,9.10628371,,,,,,1.801405044
08/30/17 9:17pm,4870256,GDAX LTC Wallet,GDAX USD Wallet,,1417.4349,,,,,21,,,,,,4.2651
08/30/17 10:11pm,4874257,GDAX USD Wallet,GDAX LTC Wallet,,-1417.999999,,,,,21.03807624,,,,,,4.24127617
08/31/17 4:24pm,4934647,GDAX LTC Wallet,GDAX USD Wallet,,1464.593,,,,,20,,,,,,4.407
08/31/17 4:46pm,4936630,GDAX USD Wallet,GDAX LTC Wallet,,-1450.02,,,,,19.5,,,,,,0
08/28/17 6:27pm,745481,GDAX BTC Wallet,GDAX LTC Wallet,,,,,-0.001393337,,0.09776,,,,,,,4.16751E-06
08/28/17 6:27pm,745482,GDAX BTC Wallet,GDAX LTC Wallet,,,,,-0.248606659,,17.43059566,,,,,,,0.000743589
08/29/17 8:12am,746773,GDAX BTC Wallet,GDAX LTC Wallet,,,,,-0.05548596,,4,,,,,,,0.00016596
08/29/17 8:12am,746774,GDAX BTC Wallet,GDAX LTC Wallet,,,,,-0.000208072,,0.015,,,,,,,6.2235E-07
08/29/17 8:12am,746775,GDAX BTC Wallet,GDAX LTC Wallet,,,,,-0.0173519,,1.25,,,,,,,0.0000519
08/29/17 8:12am,746776,GDAX BTC Wallet,GDAX LTC Wallet,,,,,-0.176954064,,12.73825198,,,,,,,0.000529274
08/29/17 8:41am,746954,GDAX LTC Wallet,GDAX BTC Wallet,,,,,0.00040558,,0.03,,,,,,,1.2204E-06
08/29/17 8:41am,746955,GDAX LTC Wallet,GDAX BTC Wallet,,,,,0.40517402,,29.97,,,,,,,0.00121918
08/25/17 2:51pm,9757461,GDAX USD Wallet,GDAX ETH Wallet,,-499.9999987,,,,,,,,1.51066543,,,1.495513456
08/25/17 9:12pm,9773731,GDAX USD Wallet,GDAX ETH Wallet,,-326.9999985,,,,,,,,0.99697848,,,0.978065798
08/26/17 9:21am,9802611,GDAX ETH Wallet,GDAX USD Wallet,,835.8154442,,,,,,,,2.50764391,,,2.514991307
08/30/17 9:08pm,10024707,GDAX USD Wallet,GDAX ETH Wallet,,-19.984353,,,,,,,,0.0523,,,0
08/31/17 5:27pm,10054705,GDAX USD Wallet,GDAX ETH Wallet,,-14.81999944,,,,,,,,0.03804437,,,0.044327017
